cycle,team,fish,x,z,heading,speed,assigned,pushing,wpCount,wpIdx,distToWp,tcode,vcode,stuck,note
660,0,1,93,-272,-2.252,60.4,1,0,11,5,416,9,3,0,
670,0,1,106,-336,-2.172,60.4,1,0,11,5,350,9,3,0,
680,0,1,102,-312,-2.099,60.4,1,0,11,5,374,9,3,0,
690,0,1,129,-383,-2.046,60.4,1,0,11,5,300,9,3,0,
700,0,1,106,-371,-1.985,60.4,1,0,11,5,315,9,3,0,
710,0,1,103,-433,-1.930,60.4,1,0,11,5,256,9,3,0,
720,0,1,106,-439,-1.996,60.4,1,0,11,6,551,5,3,0,
730,0,1,76,-471,-1.950,60.4,1,0,11,6,510,5,3,0,
740,0,1,68,-509,-1.943,60.4,1,0,11,6,489,5,3,0,
750,0,1,85,-501,-1.961,60.4,1,0,11,6,507,5,3,0,
760,0,1,91,-528,-1.865,60.4,1,0,11,6,505,5,3,0,
770,0,1,100,-575,-1.893,60.4,1,0,11,6,501,4,3,0,
780,0,1,64,-571,-1.916,60.4,1,0,11,6,466,4,3,0,
790,0,1,75,-638,-1.968,60.4,1,0,11,6,467,4,3,0,
800,0,1,64,-638,-1.999,60.4,1,0,11,6,456,4,3,0,
810,0,1,66,-669,-2.135,60.4,1,0,11,6,456,4,3,0,
820,0,1,28,-678,-2.184,60.4,1,0,11,6,418,5,3,0,
830,0,1,2,-731,-2.235,60.4,1,0,11,6,395,4,3,0,
840,0,1,27,-700,-2.295,60.4,1,0,11,6,418,5,3,0,
850,0,1,23,-747,-2.346,60.4,1,0,11,6,418,5,3,0,
860,0,1,-26,-758,-2.421,60.4,1,0,11,6,373,5,3,0,
870,0,1,-4,-759,-2.483,60.4,1,0,11,6,394,5,3,0,
880,0,1,-60,-785,-2.521,60.4,1,0,11,6,347,5,3,0,
890,0,1,-48,-792,-2.563,60.4,1,0,11,6,360,5,3,0,
900,0,1,-105,-830,-2.550,60.4,1,0,11,6,322,4,3,0,
910,0,1,-134,-786,-2.602,60.4,1,0,11,6,277,5,3,0,
920,0,1,-152,-810,-2.644,60.4,1,0,11,6,271,4,3,0,
930,0,1,-141,-849,-2.700,60.4,1,0,11,6,301,4,3,0,
940,0,1,-182,-815,-2.747,60.4,1,0,11,7,574,3,3,0,
950,0,1,-208,-842,-2.925,60.4,1,0,11,7,591,3,3,0,
960,0,1,-244,-821,-3.015,60.4,1,0,11,7,560,3,3,0,
970,0,1,-229,-860,-2.983,60.4,1,0,11,7,602,3,3,0,
980,0,1,-261,-815,-3.206,60.4,1,0,11,7,551,4,3,0,
990,0,1,-325,-857,2.991,60.4,1,0,11,7,581,4,3,0,
1000,0,1,-331,-829,2.922,60.4,1,0,11,7,552,4,3,0,
1010,0,1,-335,-833,2.838,60.4,1,0,11,7,556,4,3,0,
1020,0,1,-359,-834,2.750,60.4,1,0,11,7,555,4,3,0,
1030,0,1,-383,-821,2.757,60.4,1,0,11,7,541,4,3,0,
1040,0,1,-402,-811,2.697,60.4,1,0,11,7,531,4,3,0,
1050,0,1,-409,-800,2.666,60.4,1,0,11,7,520,4,3,0,
1060,0,1,-422,-736,2.609,60.4,1,0,11,7,458,4,3,0,
1070,0,1,-382,-752,2.560,60.4,1,0,11,7,473,5,3,0,
1080,0,1,-405,-720,2.514,60.4,1,0,11,7,440,5,3,0,
1090,0,1,-396,-722,2.490,60.4,1,0,11,7,442,5,3,0,
1100,0,1,-445,-654,2.415,60.4,1,0,11,7,378,4,3,0,
1110,0,1,-403,-641,2.420,60.4,1,0,11,7,362,5,3,0,
1120,0,1,-420,-641,2.316,60.4,1,0,11,7,362,5,3,0,
1130,0,1,-453,-626,2.371,60.4,1,0,11,7,351,5,3,0,
1140,0,1,-435,-593,2.353,60.4,1,0,11,7,316,5,3,0,
1150,0,1,-424,-556,2.249,60.4,1,0,11,7,278,5,3,0,
1160,0,1,-400,-533,2.315,60.4,1,0,11,7,253,5,3,0,
1170,0,1,-417,-498,2.282,70.2,1,0,11,8,1114,9,5,0,
1180,0,1,-452,-484,2.296,87.3,1,0,11,8,1078,9,5,0,
1190,0,1,-415,-447,2.237,97.4,1,0,11,8,1107,9,5,0,
1200,0,1,-448,-389,2.376,103.4,1,0,11,8,1067,9,5,0,
1210,0,1,-467,-383,2.408,106.9,1,0,11,8,1048,9,5,0,
1220,0,1,-519,-293,2.354,107.9,1,0,11,8,991,9,4,0,
1230,0,1,-538,-281,2.393,105.1,1,0,11,8,972,9,4,0,
1240,0,1,-604,-281,2.405,102.2,1,0,11,8,906,9,4,0,
1250,0,1,-620,-199,2.447,100.5,1,0,11,8,894,9,4,0,
1260,0,1,-639,-202,2.624,99.5,1,0,11,8,875,9,4,0,
1270,0,1,-664,-153,2.659,99.3,1,0,11,8,855,9,4,0,
1280,0,1,-740,-128,2.617,99.3,1,0,11,8,785,9,3,0,
1290,0,1,-772,-87,2.637,90.7,1,0,11,8,763,9,3,0,
1300,0,1,-784,-68,2.707,81.0,1,0,11,8,756,9,3,0,
1310,0,1,-835,-71,2.717,75.3,1,0,11,8,707,9,3,0,
1320,0,1,-881,-50,2.811,71.9,1,0,11,8,670,9,3,0,
1330,0,1,-892,-78,2.825,69.9,1,0,11,8,650,9,3,0,
1340,0,1,-892,-16,2.871,69.9,1,0,11,8,672,9,3,0,
1350,0,1,-946,-53,2.901,69.9,1,0,11,8,608,9,3,0,
1360,0,1,-958,-52,2.974,69.9,1,0,11,8,597,8,3,0,
1370,0,1,-1010,-28,3.009,69.9,1,0,11,8,560,9,3,0,
1380,0,1,-1051,-63,3.057,69.9,1,0,11,8,508,8,3,0,
1390,0,1,-1052,-42,3.012,69.9,1,0,11,8,516,9,3,0,
1400,0,1,-1116,-76,3.120,69.9,1,0,11,8,444,8,3,0,
1410,0,1,-1118,-69,3.185,69.9,1,0,11,8,445,8,3,0,
1420,0,1,-1186,-100,-3.076,69.9,1,0,11,8,371,8,3,0,
1430,0,1,-1225,-122,-3.041,69.9,1,0,11,8,326,8,3,0,
1440,0,1,-1203,-123,-2.993,69.9,1,0,11,8,345,8,3,0,
1450,0,1,-1235,-132,-3.111,69.9,1,0,11,8,313,8,3,0,
1460,0,1,-1279,-100,-2.931,69.9,1,0,11,8,293,8,3,0,
1470,0,1,-1299,-141,-2.908,69.9,1,0,11,8,253,8,3,0,
1480,0,1,-1327,-93,-3.015,79.6,1,0,11,9,1004,10,5,0,
1490,0,1,-1417,-121,-2.935,88.0,1,0,11,9,964,10,4,0,
1500,0,1,-1416,-140,-2.793,92.1,1,0,11,9,944,10,4,0,
1510,0,1,-1452,-152,-2.725,94.5,1,0,11,9,930,10,4,0,
1520,0,1,-1503,-196,-2.681,95.2,1,0,11,9,884,10,4,0,
1530,0,1,-1555,-203,-2.604,95.2,1,0,11,9,878,10,4,0,
1540,0,1,-1568,-225,-2.537,95.2,1,0,11,9,857,10,4,0,
1550,0,1,-1606,-243,-2.439,95.2,1,0,11,9,842,9,4,0,
1560,0,1,-1610,-289,-2.400,95.2,1,0,11,9,797,9,3,0,
1570,0,1,-1688,-290,-2.360,94.3,1,0,11,9,809,10,4,0,
1580,0,1,-1680,-289,-2.307,87.4,1,0,11,9,810,9,4,0,
1590,0,1,-1695,-357,-2.269,83.9,1,0,11,9,747,9,3,0,
1600,0,1,-1742,-369,-2.271,77.0,1,0,11,9,748,10,3,0,
1610,0,1,-1735,-367,-2.231,72.9,1,0,11,9,747,9,3,0,
1620,0,1,-1766,-423,-2.173,70.5,1,0,11,9,705,9,3,0,
1630,0,1,-1793,-439,-2.018,69.8,1,0,11,9,700,9,3,0,
1640,0,1,-1821,-464,-2.072,69.8,1,0,11,9,690,9,3,0,
1650,0,1,-1774,-477,-1.908,69.8,1,0,11,9,659,9,3,0,
1660,0,1,-1836,-508,-1.845,69.8,1,0,11,9,659,9,3,0,
1670,0,1,-1837,-551,-1.818,69.8,1,0,11,9,622,9,3,0,
1680,0,1,-1805,-587,-1.768,69.8,1,0,11,9,575,9,3,0,
1690,0,1,-1797,-629,-1.726,69.8,1,0,11,9,534,9,3,0,
1700,0,1,-1843,-652,-1.826,69.8,1,0,11,9,542,9,3,0,
1710,0,1,-1827,-684,-1.692,69.8,1,0,11,9,507,9,3,0,
1720,0,1,-1835,-676,-1.641,69.8,1,0,11,9,518,9,3,0,
1730,0,1,-1791,-759,-1.608,69.8,1,0,11,9,427,9,3,0,
1740,0,1,-1808,-749,-1.579,69.8,1,0,11,9,445,9,3,0,
1750,0,1,-1835,-800,-1.490,69.8,1,0,11,9,429,9,3,0,
1760,0,1,-1815,-836,-1.497,69.8,1,0,11,9,391,9,3,0,
1770,0,1,-1779,-847,-1.394,69.8,1,0,11,9,356,9,3,0,
1780,0,1,-1779,-909,-1.336,69.8,1,0,11,9,319,9,3,0,
1790,0,1,-1787,-905,-1.283,69.8,1,0,11,9,328,9,3,0,
1800,0,1,-1743,-969,-1.240,69.8,1,0,11,9,258,9,3,0,
1810,0,1,-1722,-960,-1.170,69.8,1,0,11,10,254,9,3,0,
1820,0,1,-1741,-1009,-1.145,69.8,1,0,11,10,254,9,3,0,
1830,0,1,-1706,-1022,-1.171,69.8,1,0,11,10,216,9,3,0,
1840,0,1,-1713,-1025,-1.047,69.8,1,0,11,10,222,9,3,0,
1850,0,1,-1624,-1073,-1.053,134.1,1,1,-2,-2,299,10,14,0,
1860,0,1,-1614,-1101,-1.084,204.9,1,1,-2,-2,266,10,14,0,
1870,0,1,-1559,-1209,-0.858,246.7,1,1,-2,-2,244,10,14,0,
1880,0,1,-1471,-1272,-0.779,271.4,1,1,-2,-2,272,10,14,0,
1890,0,1,-1393,-1364,-0.610,286.0,1,1,-2,-2,344,10,14,0,
1900,0,1,-1272,-1453,-0.545,294.6,1,1,-2,-2,389,11,14,0,
1910,0,1,-1136,-1411,-0.607,234.6,1,0,0,0,-1,14,3,0,
1920,0,1,-1068,-1410,-0.628,166.0,1,0,5,2,402,1,3,0,
1930,0,1,-1005,-1453,-0.720,125.4,1,0,0,0,-1,15,3,0,
1940,0,1,-949,-1412,-0.741,101.5,1,0,0,0,-1,15,3,0,
1950,0,1,-922,-1454,-0.655,87.4,1,0,0,0,-1,15,3,0,
1960,0,1,-892,-1453,-0.454,79.0,1,0,0,0,-1,14,3,0,
1970,0,1,-864,-1423,-0.331,74.1,1,0,0,0,-1,14,3,0,
1980,0,1,-784,-1428,-0.199,71.2,1,0,0,0,-1,14,3,0,
1990,0,1,-769,-1395,-0.055,70.1,1,0,5,2,701,0,3,0,
2000,0,1,-750,-1307,0.061,70.1,1,0,5,2,726,0,3,0,
2010,0,1,-688,-1335,0.100,70.1,1,0,5,2,742,15,3,0,
2020,0,1,-718,-1314,0.240,70.1,1,0,5,2,713,15,3,0,
2030,0,1,-732,-1298,0.322,70.1,1,0,5,2,701,14,3,0,
2040,0,1,-699,-1291,0.461,70.1,1,0,0,0,-1,13,3,0,
2050,0,1,-705,-1288,0.613,70.1,1,0,5,2,685,13,3,0,
2060,0,1,-703,-1250,0.797,70.1,1,0,5,2,688,13,3,0,
2070,0,1,-649,-1253,0.874,70.1,1,0,0,0,-1,12,3,0,
2080,0,1,-630,-1190,1.035,70.1,1,0,0,0,-1,12,3,0,
2090,0,1,-656,-1179,1.162,70.1,1,0,0,0,-1,12,3,0,
2100,0,1,-656,-1152,1.267,70.1,1,0,0,0,-1,12,3,0,
2110,0,1,-673,-1076,1.390,70.1,1,0,0,0,-1,12,3,0,
2120,0,1,-685,-1071,1.672,70.1,1,0,0,0,-1,11,3,0,
2130,0,1,-670,-995,1.782,70.1,1,0,0,0,-1,11,3,0,
2140,0,1,-655,-988,1.879,70.1,1,0,0,0,-1,11,3,0,
2150,0,1,-652,-940,1.979,70.1,1,0,0,0,-1,11,3,0,
2160,0,1,-770,-919,2.128,70.1,1,0,5,2,500,10,3,0,
2170,0,1,-782,-859,2.120,70.1,1,0,5,2,492,10,3,0,
2180,0,1,-823,-850,2.203,70.1,1,0,5,2,453,10,3,0,
2190,0,1,-799,-791,2.287,70.1,1,0,5,2,488,10,3,0,
2200,0,1,-860,-773,2.378,70.1,1,0,5,2,435,10,3,0,
2210,0,1,-868,-748,2.431,70.1,1,0,5,2,437,10,3,0,
2220,0,1,-888,-762,2.525,70.1,1,0,5,2,345,9,3,0,
2230,0,1,-897,-730,2.573,70.1,1,0,5,2,341,9,3,0,
2240,0,1,-911,-739,2.615,70.1,1,0,5,2,325,9,3,0,
2250,0,1,-974,-682,2.584,70.1,1,0,5,2,257,8,3,0,
2260,0,1,-1015,-664,2.624,70.1,1,0,5,3,505,11,3,0,
2270,0,1,-994,-664,2.849,70.1,1,0,5,3,514,11,3,0,
2280,0,1,-1055,-674,2.763,70.1,1,0,5,3,479,11,3,0,
2290,0,1,-1094,-628,2.859,70.1,1,0,5,3,511,11,3,0,
2300,0,1,-1078,-620,3.079,70.1,1,0,5,3,522,10,3,0,
2310,0,1,-1125,-625,3.186,70.1,1,0,5,3,584,10,3,0,
2320,0,1,-1163,-590,-3.018,70.1,1,0,5,3,541,10,3,0,
2330,0,1,-1162,-635,-2.964,70.1,1,0,5,3,530,10,3,0,
2340,0,1,-1191,-617,-2.977,70.1,1,0,5,3,545,10,3,0,
2350,0,1,-1267,-622,-2.900,70.1,1,0,5,3,498,10,3,0,
2360,0,1,-1255,-649,-2.805,70.1,1,0,5,3,551,10,3,0,
2370,0,1,-1325,-637,-2.754,70.1,1,0,5,3,571,10,3,0,
2380,0,1,-1329,-634,-2.673,70.1,1,0,5,3,575,10,3,0,
2390,0,1,-1338,-671,-2.620,70.1,1,0,5,3,540,10,3,0,
2400,0,1,-1380,-672,-2.467,70.1,1,0,5,3,500,10,3,0,
2410,0,1,-1387,-682,-2.400,70.1,1,0,5,3,492,10,3,0,
2420,0,1,-1393,-718,-2.312,70.1,1,0,5,3,509,10,3,0,
2430,0,1,-1461,-691,-2.194,70.1,1,0,5,3,470,10,3,0,
2440,0,1,-1462,-776,-2.167,70.1,1,0,5,3,483,10,3,0,
2450,0,1,-1495,-774,-2.084,70.1,1,0,5,3,502,10,3,0,
2460,0,1,-1461,-812,-2.030,70.1,1,0,5,3,432,9,3,0,
2470,0,1,-1492,-822,-1.949,70.1,1,0,5,3,439,9,3,0,
2480,0,1,-1508,-848,-2.013,70.1,1,0,5,3,425,10,3,0,
2490,0,1,-1501,-901,-1.962,70.1,1,0,5,3,378,10,3,0,
2500,0,1,-1546,-909,-1.775,70.1,1,0,5,3,401,9,3,0,
2510,0,1,-1522,-944,-1.832,70.1,1,0,5,3,359,10,3,0,
2520,0,1,-1533,-958,-1.790,70.1,1,0,5,3,358,10,3,0,
2530,0,1,-1541,-1015,-1.728,70.1,1,0,5,3,328,10,3,0,
2540,0,1,-1517,-1000,-1.680,70.1,1,0,5,3,318,10,3,0,
2550,0,1,-1540,-1052,-1.456,70.1,1,0,5,3,308,9,3,0,
2560,0,1,-1525,-1084,-1.406,70.1,1,0,5,2,298,11,3,0,
2570,0,1,-1505,-1107,-1.420,70.1,1,0,5,2,283,11,3,0,
2580,0,1,-1483,-1139,-1.349,70.1,1,0,5,2,272,11,3,0,
2590,0,1,-1467,-1153,-1.242,70.1,1,0,5,2,262,11,3,0,
2600,0,1,-1514,-1184,-1.175,70.1,1,0,4,3,242,10,3,0,
2610,0,1,-1487,-1246,-1.078,70.1,1,0,5,4,223,10,3,0,
2620,0,1,-1454,-1223,-1.006,70.1,1,0,5,4,240,10,3,0,
2630,0,1,-1431,-1284,-0.921,70.1,1,0,5,4,248,11,3,0,
2640,0,1,-1446,-1284,-0.858,70.1,1,0,5,4,261,11,3,0,
2650,0,1,-1439,-1353,-0.770,70.1,1,0,5,4,241,11,3,0,
2660,0,1,-1391,-1366,-0.700,70.1,1,0,5,4,286,11,3,0,
2670,0,1,-1393,-1362,-0.475,70.1,1,0,5,4,215,11,3,0,
2680,0,1,-1331,-1399,-0.384,70.1,1,0,5,4,220,11,3,0,
2690,0,1,-1316,-1416,-0.246,70.1,1,0,5,4,232,11,3,0,
2700,0,1,-1264,-1440,-0.109,70.1,1,0,0,0,-1,10,3,0,
2710,0,1,-1217,-1417,0.012,70.1,1,0,0,0,-1,10,3,0,
2720,0,1,-1158,-1427,-0.006,70.1,1,0,0,0,-1,10,3,0,
2730,0,1,-1112,-1431,0.238,70.1,1,0,0,0,-1,10,3,0,
2740,0,1,-1078,-1414,0.180,70.1,1,0,5,3,331,12,3,0,
2750,0,1,-1042,-1400,0.295,70.1,1,0,5,3,303,12,3,0,
2760,0,1,-966,-1334,0.420,70.1,1,0,5,3,316,12,3,0,
2770,0,1,-888,-1337,0.532,70.1,1,0,5,3,385,12,3,0,
2780,0,1,-804,-1296,0.762,70.1,1,0,5,3,447,12,3,0,
2790,0,1,-775,-1277,0.904,70.1,1,0,5,3,470,12,3,0,
2800,0,1,-790,-1225,1.024,70.1,1,0,5,3,445,12,3,0,
2810,0,1,-739,-1217,1.142,70.1,1,0,5,3,494,12,3,0,
2820,0,1,-744,-1189,1.259,70.1,1,0,5,3,487,12,3,0,
2830,0,1,-722,-1146,1.433,70.1,1,0,5,3,508,11,3,0,
2840,0,1,-729,-1134,1.571,70.1,1,0,5,3,501,11,3,0,
2850,0,1,-740,-1095,1.679,70.1,1,0,5,3,494,11,3,0,
2860,0,1,-746,-1065,1.780,70.1,1,0,5,3,493,11,3,0,
2870,0,1,-723,-1052,1.865,70.1,1,0,5,3,518,11,3,0,
2880,0,1,-720,-985,1.969,70.1,1,0,5,3,539,11,3,0,
2890,0,1,-710,-980,2.068,70.1,1,0,5,3,550,11,3,0,
2900,0,1,-755,-932,2.057,70.1,1,0,5,3,527,11,3,0,
2910,0,1,-766,-922,2.161,70.1,1,0,5,3,522,11,3,0,
2920,0,1,-800,-836,2.272,70.1,1,0,5,3,539,11,3,0,
2930,0,1,-834,-833,2.495,70.1,1,0,5,3,514,10,3,0,
2940,0,1,-842,-830,2.566,70.1,1,0,5,3,509,10,3,0,
2950,0,1,-900,-807,2.673,70.1,1,0,5,3,483,10,3,0,
2960,0,1,-929,-805,2.744,70.1,1,0,5,3,465,10,3,0,
2970,0,1,-939,-792,2.803,70.1,1,0,5,3,469,10,3,0,
2980,0,1,-936,-774,2.805,70.1,1,0,5,3,486,10,3,0,
2990,0,1,-982,-715,2.877,70.1,1,0,5,3,510,10,3,0,
3000,0,1,-1024,-692,2.947,70.1,1,0,5,3,511,10,3,0,
3010,0,1,-1018,-735,2.989,70.1,1,0,5,3,475,10,3,0,
3020,0,1,-1078,-733,3.097,70.1,1,0,5,3,453,10,3,0,
3030,0,1,-1128,-687,-3.155,70.1,1,0,5,3,484,10,3,0,
3040,0,1,-1133,-698,-3.058,70.1,1,0,5,3,472,10,3,0,
3050,0,1,-1164,-674,-2.913,70.1,1,0,5,3,490,10,3,0,
3060,0,1,-1176,-690,-2.905,70.1,1,0,5,3,473,10,3,0,
3070,0,1,-1189,-716,-2.842,70.1,1,0,5,3,446,10,3,0,
3080,0,1,-1228,-680,-2.700,70.1,1,0,5,3,480,10,3,0,
3090,0,1,-1277,-685,-2.618,70.1,1,0,5,3,477,10,3,0,
3100,0,1,-1286,-726,-2.547,70.1,1,0,5,3,438,10,3,0,
3110,0,1,-1334,-734,-2.449,70.1,1,0,5,3,439,10,3,0,
3120,0,1,-1361,-721,-2.496,70.1,1,0,5,3,458,10,3,0,
3130,0,1,-1342,-731,-2.286,70.1,1,0,5,3,444,9,3,0,
3140,0,1,-1375,-745,-2.353,70.1,1,0,5,3,440,10,3,0,
3150,0,1,-1368,-798,-2.287,70.1,1,0,5,3,387,10,3,0,
3160,0,1,-1381,-796,-2.069,70.1,1,0,5,3,394,9,3,0,
3170,0,1,-1411,-795,-2.157,70.1,1,0,5,3,408,10,3,0,
3180,0,1,-1405,-837,-2.126,70.1,1,0,5,3,368,10,3,0,
3190,0,1,-1402,-834,-1.880,70.1,1,0,5,3,368,9,3,0,
3200,0,1,-1404,-838,-1.901,70.1,1,0,5,3,366,9,3,0,
3210,0,1,-1430,-908,-1.845,70.1,1,0,5,3,322,9,3,0,
3220,0,1,-1448,-930,-1.735,70.1,1,0,5,3,317,9,3,0,
3230,0,1,-1469,-966,-1.738,70.1,1,0,5,3,308,10,3,0,
3240,0,1,-1452,-950,-1.684,70.1,1,0,5,3,306,9,3,0,
3250,0,1,-1440,-1000,-1.576,70.1,1,0,5,3,264,9,3,0,
3260,0,1,-1455,-998,-1.588,70.1,1,0,5,4,264,10,3,0,
3270,0,1,-1444,-1072,-1.528,70.1,1,0,5,4,222,10,3,0,
3280,0,1,-1480,-1102,-1.380,70.1,1,0,5,4,249,10,3,0,
3290,0,1,-1447,-1116,-1.389,70.1,1,0,5,4,214,10,3,0,
3300,0,1,-1455,-1107,-1.328,70.1,1,1,-2,-2,337,11,14,0,
3310,0,1,-1450,-1204,-1.224,167.1,1,1,-2,-2,329,11,14,0,
3320,0,1,-1398,-1257,-1.216,224.4,1,1,-2,-2,333,11,14,0,
3330,0,1,-1362,-1387,-1.083,258.2,1,1,-2,-2,382,11,14,0,
3340,0,1,-1310,-1425,-0.656,278.2,1,1,-2,-2,366,10,14,0,
3350,0,1,-1206,-1395,-0.698,290.0,1,1,-2,-2,330,10,14,0,
3360,0,1,-1158,-1444,-0.599,297.0,1,1,-2,-2,325,10,14,0,
3370,0,1,-1109,-1434,-0.313,301.1,1,1,-2,-2,340,10,14,0,
3380,0,1,-1052,-1453,-0.223,303.5,1,1,-2,-2,353,10,14,0,
3390,0,1,-907,-1456,-0.119,259.3,1,0,0,0,-1,13,3,0,
3400,0,1,-821,-1436,0.216,180.6,1,0,0,0,-1,12,3,0,
3410,0,1,-788,-1428,0.347,134.1,1,0,0,0,-1,12,3,0,
3420,0,1,-720,-1360,0.357,106.6,1,0,5,2,470,14,3,0,
3430,0,1,-709,-1381,0.513,90.4,1,0,5,2,481,14,3,0,
3440,0,1,-684,-1294,0.791,80.8,1,0,5,2,511,13,3,0,
3450,0,1,-686,-1267,0.891,75.2,1,0,5,2,512,13,3,0,
3460,0,1,-630,-1255,1.130,71.8,1,0,0,0,-1,11,3,0,
3470,0,1,-641,-1197,1.271,69.8,1,0,0,0,-1,11,3,0,
3480,0,1,-622,-1136,1.427,69.8,1,0,0,0,-1,11,3,0,
3490,0,1,-673,-1108,1.563,69.8,1,0,0,0,-1,11,3,0,
3500,0,1,-677,-1090,1.643,69.8,1,0,0,0,-1,11,3,0,
3510,0,1,-663,-1079,1.667,69.8,1,0,0,0,-1,11,3,0,
3520,0,1,-686,-1011,1.786,69.8,1,0,0,0,-1,11,3,0,
3530,0,1,-775,-999,1.903,69.8,1,0,5,2,415,10,3,0,
3540,0,1,-772,-976,2.079,69.8,1,0,5,2,339,10,3,0,
3550,0,1,-756,-959,2.051,69.8,1,0,5,2,396,10,3,0,
3560,0,1,-826,-887,2.183,69.8,1,0,5,2,324,9,3,0,
3570,0,1,-850,-903,2.279,69.8,1,0,5,2,300,9,3,0,
3580,0,1,-867,-839,2.397,69.8,1,0,5,3,403,11,3,0,
